NCT ID,Title,Phase,Drug Names,Modality,Target,Indication,Status,Sponsor,Start Date,Primary Completion,Milestone,Probability,Phase_Num,Modality_Code,ML_Prediction,Phase Weight
NCT02116777,Talazoparib and Temozolomide in Treating Younger Patients With Refractory or Recurrent Malignancies,"PHASE1, PHASE2","Talazoparib, Temozolomide",Other,Unknown,Solid Tumor,COMPLETED,National Cancer Institute (NCI),2014-05-16,2018-12-31,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT05266612,Phase I Study VG2025 as a Single Agent and in Combination Therapy With Nivolumab in Subjects With Advanced Malignant Solid Tumors,PHASE1,"VG2025, Nivolumab Injection [Opdivo]",Other,Unknown,Solid Tumor,RECRUITING,Virogin Biotech Canada Ltd,2022-11-09,2024-12-31,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00369681,Phase 2 Study of Rituximab-ABVD in Classical Hodgkin Lymphoma,PHASE2,"Bleomycin, Dacarbazine, Doxorubicin, Vinblastine",CAR-T,Unknown,Lymphoma,COMPLETED,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,2006-05,2014-10,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT05326919,The Patient Cohort of the National Center for Precision Medicine in Leukemia,,,Other,Unknown,Leukemia,RECRUITING,Assistance Publique - Hôpitaux de Paris,2022-03-28,2042-03,Long-term,0.1,,3,0.07471722255609645,1
NCT00646854,Alemtuzumab and CHOP in T-cell Lymphoma,PHASE3,"CHOP14 chemotherapy (cyclophosphamide, hydroxydaunorubicin, vincristin, prednison) plus G-CSF, combined with alemtuzumab, CHOP14 chemotherapy (see specification under Arm B) plus G-CSF",Other,Unknown,Lymphoma,COMPLETED,Aarhus University Hospital,2008-06,2016-12-31,Long-term,0.6,3.0,3,0.600000000000001,5
NCT01123005,Imaging and Biomarkers of Hypoxia in Solid Tumors,PHASE1,"EF5, Carbogen, Dichloroacetate",CAR-T,Unknown,Solid Tumor,TERMINATED,Stanford University,2010-12,2015-08-21,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT05982522,IN10018 Combination Therapy in Previously-treated Solid Tumors,"PHASE1, PHASE2","IN10018, Nab-paclitaxel, Tislelizumab",Other,Unknown,Solid Tumor,NOT_YET_RECRUITING,"InxMed (Shanghai) Co., Ltd.",2025-08-13,2026-12-31,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00474929,Sorafenib and Everolimus in Treating Patients With Relapsed or Refractory Lymphoma or Multiple Myeloma,"PHASE1, PHASE2","RAD001, Sorafenib",Other,Unknown,Lymphoma,COMPLETED,Mayo Clinic,2007-08-29,2011-11-05,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT01525602,Safety Study of PLX3397 and Paclitaxel in Patients With Advanced Solid Tumors,PHASE1,"PLX3397, Paclitaxel",Other,Unknown,Solid Tumor,COMPLETED,Daiichi Sankyo,2012-05,2017-12,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01416337,Absolute Bioavialability of GSK1120212,PHASE1,"GSK1120212, GSK1120212B",Other,Unknown,Solid Tumor,COMPLETED,GlaxoSmithKline,2011-06-20,2011-12-17,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01842139,Vaccine Therapy and Basiliximab in Treating Patients With Acute Myeloid Leukemia in Complete Remission,PHASE1,"Montanide ISA 51 VG, poly ICLC",Other,Unknown,Leukemia,COMPLETED,University of Chicago,2011-12-05,2015-02-02,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00483457,Effects of Epidermal Growth Factor Receptor Inhibitor Therapy in the Skin of Cancer Patients,,enzyme inhibitor therapy,Other,Unknown,Solid Tumor,COMPLETED,Vanderbilt-Ingram Cancer Center,2006-02,2008-11,Long-term,0.1,,3,0.07471722255609645,1
NCT01096381,Potential Biomarkers for Bevacizumab-Induced High Blood Pressure in Patients With Solid Tumor,,,CAR-T,Unknown,Solid Tumor,TERMINATED,Vanderbilt-Ingram Cancer Center,2010-03,2011-07,Long-term,0.1,,2,0.07698823195888042,1
NCT06682130,Glofitamab Bridging ASCT for Patients With Relapsed or Refractory DLBCL,PHASE2,"Group A：Patients with PR or ctDNA positivity after salvage treatment, Group C: Patients with SD/PD after posterior treatment",Other,Unknown,Lymphoma,RECRUITING,The First Affiliated Hospital of Soochow University,2024-11-10,2027-11-10,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT01471067,Cord Blood Fucosylation to Enhance Homing and Engraftment in Patients With Hematologic Malignancies,PHASE1,"Melphalan, Fludarabine, Mycophenolate mofetil, Tacrolimus, Rituximab, ATG, Busulfan, Clofarabine",Other,Unknown,Lymphoma,COMPLETED,M.D. Anderson Cancer Center,2012-07-13,2017-04-25,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00234000,Azacitidine and Arsenic Trioxide in Treating Patients With Myelodysplastic Syndromes,PHASE1,"arsenic trioxide, azacitidine",Other,Unknown,Leukemia,TERMINATED,Jonsson Comprehensive Cancer Center,2007-02,2009-02,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT02003092,RX-5902 Treatment of Subjects With Triple Negative Breast Cancer,"PHASE1, PHASE2",RX-5902,Other,Unknown,Solid Tumor,TERMINATED,"Rexahn Pharmaceuticals, Inc.",2013-08,2019-10,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT02255292,A Study: Pure CBD as Single-agent for Solid Tumor.,PHASE2,cannabidiol (CBD),Other,Unknown,Solid Tumor,UNKNOWN,Hadassah Medical Organization,2014-11,2015-07,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05645744,Long-term Follow-up Study in Patients Previously Treated With a Mustang Bio CAR-T Cell Investigational Product.,,,CAR-T,Unknown,Lymphoma,TERMINATED,Mustang Bio,2021-09-29,2024-04-12,Long-term,0.1,,2,0.07698823195888042,1
NCT02813330,Subcutaneous Sterile Water Injection for Relief of Low Back Pain,"PHASE1, PHASE2",,Other,Unknown,Other,UNKNOWN,"Woman's Health University Hospital, Egypt",2015-02,2016-06,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00285428,Study of hA20 (Humanized Anti-CD20) in Patients With CD20+ Non-Hodgkin's Lymphoma,"PHASE1, PHASE2",hA20-humanized anti-CD20 antibody,Other,CD20,Lymphoma,COMPLETED,Gilead Sciences,2004-09,2007-10,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT04571892,A Clinical Study to Observe the Safety and Efficacy of ScTIL210 in the Treatment of Malignant Solid Tumors,"PHASE1, PHASE2",,Other,Unknown,Solid Tumor,UNKNOWN,Shanghai East Hospital,2020-10-15,2023-12,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT02219711,Phase 1/1b Study of MGCD516 in Patients With Advanced Cancer,PHASE1,MGCD516,Other,Unknown,Solid Tumor,COMPLETED,Mirati Therapeutics Inc.,2014-08,2022-04-27,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00143871,Study of Rituximab Plus High-Dose Chemotherapy Non-Hodgkin's Lymphoma,PHASE2,Rituximab,Other,Unknown,Lymphoma,COMPLETED,University of Michigan Rogel Cancer Center,2001-04,2006-12,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04328844,A Study to Assess a PI3Kδ Inhibitor (IOA-244) in Patients With Metastatic Cancers,PHASE1,"IOA-244, Avelumab Injection, Pemetrexed, Cisplatin, Ruxolitinib",Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,iOnctura,2020-02-25,2025-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03291353,Phase 0- Pilot Study of Pembrolizumab on Immune Cells in Patient With Refractory Acute Myeloid Leukemia,EARLY_PHASE1,pembrolizumab,Other,Unknown,Leukemia,WITHDRAWN,Michael Boyiadzis,2017-10-17,2019-08-19,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03710772,"Ibrutinib, Rituximab, Venetoclax, and Combination Chemotherapy in Treating Patients With Newly Diagnosed Mantle Cell Lymphoma",PHASE2,"Cyclophosphamide, Cytarabine, Dexamethasone, Doxorubicin Hydrochloride, Ibrutinib, Methotrexate, Venetoclax, Vincristine Sulfate",Other,Unknown,Lymphoma,ACTIVE_NOT_RECRUITING,M.D. Anderson Cancer Center,2019-05-01,2027-03-22,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06197139,A Clinical Study of [177Lu]Lu-XT117 Injection in Patients With Advanced Solid Tumors,PHASE1,[177Lu]Lu-XT117,Other,Unknown,Solid Tumor,RECRUITING,Xinlu Wang,2024-01,2025-12,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00648739,Safety and Dose Ranging Study of Samalizumab to Treat Relapsing or Refractory CLL or MM,"PHASE1, PHASE2",Samalizumab,Other,Unknown,Leukemia,TERMINATED,"Alexion Pharmaceuticals, Inc.",2008-06-19,2010-12-14,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT02802267,Efficacy Study of Inecalcitol With Decitabine in Acute Myeloid Leukemia Patients Unfit for Standard Chemotherapy,PHASE2,"Inecalcitol, Placebo Oral Tablet",Other,Unknown,Leukemia,UNKNOWN,Hybrigenics Corporation,2016-06,2018-12,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05698667,Outpatient Ultrasound for the Diagnostic Work-up of Oropharynx Cancer,NA,,CAR-T,Unknown,Lymphoma,COMPLETED,"Rigshospitalet, Denmark",2021-10-01,2022-05-01,Long-term,0.05,,2,0.07698823195888042,1
NCT00809367,Collection and Banking of Leukemia Cells MDS/AML,NA,,Other,Unknown,Leukemia,COMPLETED,Dana-Farber Cancer Institute,2008-10,2011-05,Long-term,0.05,,3,0.07471722255609645,1
NCT01468467,A Study of AC220 Given After Transplant in Subjects With Acute Myeloid Leukemia (AML),PHASE1,AC220,Other,Unknown,Leukemia,COMPLETED,Daiichi Sankyo,2012-04,2015-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT05414500,Mogamulizumab and Brentuximab Vedotin in CTCL and Mycosis Fungoides,PHASE1,"Mogamulizumab, Brentuximab vedotin",Other,Unknown,Lymphoma,RECRUITING,University of Alabama at Birmingham,2023-05-01,2026-04-30,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00102700,ARQ 501 in Combination With Gemcitabine in Subjects With Pancreatic Cancer,PHASE2,ARQ 501 in combination with gemcitabine,CAR-T,Unknown,Solid Tumor,COMPLETED,"ArQule, Inc., a subsidiary of Merck Sharp & Dohme LLC, a subsidiary of Merck & Co., Inc. (Rahway, NJ USA)",2005-01,2007-01,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT00525746,Molecular Epidemiology of Therapy-related Acute Myeloid Leukemia/Myelodysplastic Syndrome (AML/MDS),,,Other,Unknown,Leukemia,UNKNOWN,M.D. Anderson Cancer Center,2006-03-31,2025-03-31,Long-term,0.1,,3,0.07471722255609645,1
NCT04181788,"Sasanlimab (PF-06801591, PD-1 Inhibitor) in Participants With Advanced Malignancies","PHASE1, PHASE2",PF-06801591,Other,PD-1,Solid Tumor,ACTIVE_NOT_RECRUITING,Pfizer,2020-03-18,2022-03-03,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT01829646,Prediction of Outcome After Chemoradiotherapy for Head and Neck Cancer Using Functional Imaging and Tumor Biology,NA,,Other,Unknown,Solid Tumor,RECRUITING,Universitaire Ziekenhuizen KU Leuven,2013-03,2026-03,Long-term,0.05,,3,0.07471722255609645,1
NCT05320588,A Study in Patients With Advanced Cancers,"PHASE1, PHASE2","BIO-106, Pembrolizumab",Other,Unknown,Solid Tumor,RECRUITING,BiOneCure Therapeutics Inc.,2022-03-25,2024-04,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT06274788,Safety Study to Evaluate the Occurrence of EFAD in Pediatric Patients With PNAC Who Require More Than Eight Weeks of Omegaven Treatment,,Omegaven® (fish oil triglycerides) Injectable Emulsion,Other,Unknown,Other,RECRUITING,Fresenius Kabi,2024-12-15,2026-03-01,Long-term,0.1,,3,0.07471722255609645,1
NCT05587088,Evaluation of the Safety and Efficacy of Esperanza Extract (PA001),"PHASE1, PHASE2","Petiveria Alliacea Preparation, Placebo",Other,Unknown,Leukemia,UNKNOWN,Hospital Universitario San Ignacio,2022-12-15,2023-03-15,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT03708003,Ibrutinib lead-in Followed by Venetoclax Plus Ibrutinib in Patients With RR CLL,PHASE2,"Ibrutinib, Venetoclax",Other,Unknown,Leukemia,TERMINATED,Swiss Cancer Institute,2019-03-11,2025-11-30,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04775680,Study of ADG106 In Combination With PD-1 Antibody In Advanced or Metastatic Solid Tumors and/or Non Hodgkin Lymphoma,"PHASE1, PHASE2",,Other,PD-1,Lymphoma,TERMINATED,Adagene (Suzhou) Limited,2021-03-11,2023-02-09,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT01452646,"Risk-adapted, MRD-directed Therapy for Young Adults With Newly Diagnosed Acute Myeloid Leukemia",PHASE2,,Other,Unknown,Leukemia,COMPLETED,Gruppo Italiano Malattie EMatologiche dell'Adulto,2012-01,2017-07,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00005986,"Chemotherapy, Filgrastim and Peripheral Stem Cell Transplantation in Patients With Chronic Myelogenous Leukemia",PHASE2,"busulfan, cyclophosphamide, filgrastim, recombinant interferon alfa",Other,Unknown,Leukemia,TERMINATED,"Masonic Cancer Center, University of Minnesota",2000-08,2004-09,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT03779854,Naive T Cell Depletion for Preventing Chronic Graft-versus-Host Disease in Children and Young Adults With Blood Cancers Undergoing Donor Stem Cell Transplant,PHASE2,"Thiotepa, Fludarabine, Cyclophosphamide, Busulfan, Tacrolimus, Methotrexate",Other,Unknown,Lymphoma,RECRUITING,Fred Hutchinson Cancer Center,2019-08-29,2027-12-31,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00003894,Thalidomide in Treating Patients With Chronic Graft-Versus-Host Disease Following Bone Marrow Transplant,PHASE2,thalidomide,Other,Unknown,Solid Tumor,COMPLETED,Roswell Park Cancer Institute,1999-03,2000-01,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06852222,"A Study of Bleximenib, Venetoclax and Azacitidine For Treatment of Participants With Newly Diagnosed Acute Myeloid Leukemia (AML)",PHASE3,"Bleximenib, Venetoclax (VEN), Azacitidine (AZA), Placebo",Other,Unknown,Leukemia,RECRUITING,"Janssen Research & Development, LLC",2025-06-04,2029-06-22,Long-term,0.6,3.0,3,0.600000000000001,5
NCT05538195,Safety and Efficacy of CEA-targeted CAR-T for CEA-positive Advanced Malignant Solid Tumors,"PHASE1, PHASE2",,CAR-T,Unknown,Solid Tumor,UNKNOWN,"Chongqing Precision Biotech Co., Ltd",2022-06-07,2024-12-30,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT05757219,Itacitinib Pre-modulation in DLBCL Receiving CAR T Cell Therapy,PHASE2,Itacitinib,CAR-T,Unknown,Lymphoma,RECRUITING,H. Lee Moffitt Cancer Center and Research Institute,2023-05-19,2026-01,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT03496519,Assessing the Combination of Durvalumab (MEDI4736) and Trabectedin in Solid Tumors,PHASE1,"Dose Escalation of Durvalumab and Trabectedin, Dose Expansion of Durvalumab and Trabectedin",Other,Unknown,Solid Tumor,WITHDRAWN,"University of Colorado, Denver",2018-10-01,2021-10-31,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00253630,Vorinostat in Treating Patients With Low-Grade Non-Hodgkin's Lymphoma,PHASE2,Vorinostat,Other,Unknown,Lymphoma,COMPLETED,National Cancer Institute (NCI),2005-09,2016-05,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT04972942,Targeted Immunotherapy After Myeloablative TBI-Based Conditioning & AlloHCT in CAYA with High Risk T-Cell ALL & Lymphoma,PHASE1,Daratumumab,Other,Unknown,Lymphoma,RECRUITING,New York Medical College,2023-05-22,2027-09,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00948883,Study of Cancers After Solid Organs Transplants,,,Other,Unknown,Solid Tumor,COMPLETED,Assistance Publique - Hôpitaux de Paris,2008-10,2011-07,Long-term,0.1,,3,0.07471722255609645,1
NCT03373305,Brentuximab Vedotin and Lenalidomide in Treating Patients With Relapsed or Refractory T-Cell Lymphomas,PHASE1,"Brentuximab Vedotin, Lenalidomide",Bispecific,CD30,Lymphoma,WITHDRAWN,City of Hope Medical Center,2019-03,2019-04-26,Long-term,0.1,1.0,1,0.14954199134199123,1
NCT05006794,"Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of GS-9716 as Monotherapy and in Combination With Anticancer Therapies in Adults With Solid Malignancies",PHASE1,"zamzetoclax, Docetaxel, sacituzumab govitecan-hziy",Other,Unknown,Solid Tumor,ACTIVE_NOT_RECRUITING,Gilead Sciences,2021-09-15,2029-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00765245,Lenalidomide With or Without Rituximab After Standard Chemotherapy in Treating Patients With Diffuse Large B-Cell Non-Hodgkin Lymphoma,PHASE2,"Lenalidomide, Lenalidomide, Rituximab",Other,Unknown,Lymphoma,COMPLETED,Vanderbilt-Ingram Cancer Center,2008-10,2014-11,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT00559039,"Effects of Fetal, Infant, and Early Childhood Exposures on Adult Cancer Risk in Women",,,Other,Unknown,Solid Tumor,COMPLETED,National Institutes of Health Clinical Center (CC),2000-10,,Unknown,0.1,,3,0.07471722255609645,1
NCT06529575,Evaluating the Relationship Between Skin Color and Pulse Oximeter Accuracy in Children,,,CAR-T,Unknown,Other,RECRUITING,University of Pennsylvania,2024-08-14,2028-12,Long-term,0.1,,2,0.07698823195888042,1
NCT07338357,Clinical Study of CLL-1 CAR-T in the Treatment of Children With R/R AML,EARLY_PHASE1,,CAR-T,Unknown,Leukemia,NOT_YET_RECRUITING,First Affiliated Hospital of Guangxi Medical University,2026-01-05,2028-10-31,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT00128570,An Individualized Internet-Based Health Behavior Program or a Standard Internet-Based Health Behavior Program in Preventing Cancer and Improving Physical Activity and Nutrition in Participants Who Are Physically Inactive With a Higher Body Mass Index,NA,,Other,Unknown,Solid Tumor,COMPLETED,Virginia Polytechnic Institute and State University,2006-04,2010-02,Long-term,0.05,,3,0.07471722255609645,1
NCT02839954,CAR-pNK Cell Immunotherapy in MUC1 Positive Relapsed or Refractory Solid Tumor,"PHASE1, PHASE2",,CAR-T,Unknown,Solid Tumor,UNKNOWN,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",2016-07,2017-07,Long-term,0.3,1.0,2,0.1626669915300076,3
NCT06788756,L-Annamycin for Injection in Combination With Cytarabine Injection as Second Line Therapy for Remission Induction in Adult Subjects With Refractory/Relapsed AML,"PHASE2, PHASE3","Placebo in combination with Cytarabine Injection, Liposomal Annamycin Injection in combination with Cytarabine Injection, Liposomal Annamycin Injection in combination with Cytarabine Injection, Liposomal Annamycin for Injection in combination with Cytarabine Injection.",Other,Unknown,Other,RECRUITING,"Moleculin Biotech, Inc.",2025-03-12,2029-08,Long-term,0.6,2.0,3,0.3133375460709372,5
NCT00026429,Denileukin Diftitox in Treating Patients With Non-Hodgkin's Lymphoma,PHASE2,,Other,Unknown,Lymphoma,UNKNOWN,Pharmatech Oncology,2001-01,,Unknown,0.3,2.0,3,0.3133375460709372,3
NCT06941272,A Study of Patritumab Deruxtecan in Pediatric Participants With Relapsed or Refractory Solid Tumors (MK-9999-01C/LIGHTBEAM-U01),"PHASE1, PHASE2",,Other,Unknown,Solid Tumor,RECRUITING,Merck Sharp & Dohme LLC,2025-05-26,2030-12-30,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT00792077,A Pilot Study to Investigate the Effect of Cytotoxic Therapy and/or Radiotherapy on Cancer Related Sleep Disturbances in CLL and Breast Cancer Patients Experiencing Fatigue,PHASE2,Lenalidomide,Other,Unknown,Leukemia,COMPLETED,M.D. Anderson Cancer Center,2008-11,2020-08-03,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT06755775,PET Imaging Targeting Granzyme B Predicts Immunotherapy Efficacy in Diffuse Large B-cell Lymphoma,,,Other,Unknown,Lymphoma,RECRUITING,Ruijin Hospital,2024-07-23,2029-07-23,Long-term,0.1,,3,0.07471722255609645,1
NCT05952375,"Exploratory Clinical Trial on the Safety, Efficacy, and Pharmacokinetics of XKDCT086 (iPD-1-Claudin18.2-CAR-T) in Claudin 18.2 Positive Advanced Solid Malignant Tumors: a Single Center, Single Arm, Dose-increasing Trial",NA,Chimeric antigen receptor T cell preparation targeting Claudin18.2,CAR-T,PD-1,Solid Tumor,UNKNOWN,The Affiliated Hospital of Qingdao University,2023-03-01,2025-02-28,Long-term,0.05,,2,0.07698823195888042,1
NCT00045175,"UCN-01 and Topotecan in Treating Patients With Recurrent Ovarian Epithelial Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cavity Cancer",PHASE1,"7-hydroxystaurosporine, topotecan hydrochloride",Other,Unknown,Solid Tumor,COMPLETED,"University Health Network, Toronto",2002-06,2013-06,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04944875,Effects of Music and Maternal Voice on Sedation Depth and Sedative Use During Pediatric Magnetic Resonance Imaging.,NA,,Other,Unknown,Solid Tumor,COMPLETED,TC Erciyes University,2019-05-01,2021-05-01,Long-term,0.05,,3,0.07471722255609645,1
NCT06377501,"Feasibility of a Whole-Food, Plant-Based Diet for Patients With Low-Risk Chronic Lymphocytic Leukemia (CLL)",NA,,Other,Unknown,Leukemia,COMPLETED,"University of California, San Diego",2023-03-07,2024-07-01,Long-term,0.05,,3,0.07471722255609645,1
NCT07028281,A Trial of SHR-4849 Combined With Other Antitumor Drugs in Patients With Malignant Solid Tumors,PHASE2,SHR-4849、SHR-1316、SHR-8068、BP102、carboplatin、cisplatin,CAR-T,Unknown,Solid Tumor,RECRUITING,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",2025-07-08,2028-12,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT06063681,A Study of SR-8541A (ENPPI Inhibitor) in Advanced/Metastatic Solid Tumors,PHASE1,"SR-8541A, Immune checkpoint inhibitor (ICI)",Other,Unknown,Solid Tumor,RECRUITING,Stingray Therapeutics,2023-10-12,2025-12,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04911881,A Study of the Safety and Tolerability of IBI321 in Patients With Advanced Solid Tumors,PHASE1,IBI321,Other,Unknown,Solid Tumor,COMPLETED,Innovent Biologics (Suzhou) Co. Ltd.,2021-06-24,2023-02-23,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT01965119,Pilot Study of Ruxolitinib in Relapsed or Refractory Hodgkin Lymphoma and Primary Mediastinal Large B-cell Lymphoma,PHASE2,Ruxolitinib,Other,Unknown,Lymphoma,COMPLETED,Samsung Medical Center,2013-11-15,2017-06-30,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT05176119,Nalbuphine Versus Ketamine for Prevention of Emergence Agitation After Sevoflurane in Children Undergoing Tonsillectomy,PHASE4,"Nalbuphine Injection, Ketamine, Saline",Other,Unknown,Other,COMPLETED,Ain Shams University,2021-03-25,2021-06-25,Long-term,0.05,4.0,3,0.04999999999999991,1
NCT02764281,MEDA Chemotherapy and Autologous Hematopoietic Stem Cell Transplantation for Stage IV Natural Killer/T-cell Lymphoma,NA,MEDA,Other,Unknown,Lymphoma,COMPLETED,"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",2015-04,2020-02,Long-term,0.05,,3,0.07471722255609645,1
NCT03624530,Effect of Prophylactic TKI Therapy Post-transplants on Ph+ ALL Undergoing Allo-HSCT With MRD Positive Pre-transplants,"PHASE2, PHASE3",Tyrosine kinase inhibitor (TKIs),Other,Unknown,Leukemia,UNKNOWN,"Nanfang Hospital, Southern Medical University",2018-08,2021-07,Long-term,0.6,2.0,3,0.3133375460709372,5
NCT01809028,Evaluating the Number of Passes Required for Diagnostic Cell Block During EUS-FNA of Solid Pancreatic Mass Lesions,NA,,Other,Unknown,Solid Tumor,COMPLETED,AdventHealth,2013-02,2014-01,Long-term,0.05,,3,0.07471722255609645,1
NCT02260661,"Phase I, Dose Study to Look at the Safety and Pharmacokinetics of AZD8835 in Patients With Advanced Solid Tumours",PHASE1,"AZD8835, AZD8835, AZD8835 in combination with fulvestrant, AZD8835 in combination with fulvestrant",Other,HER2,Solid Tumor,COMPLETED,AstraZeneca,2014-11,2016-07,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT04724642,"COVID-19 Vaccine in Patients After Allogeneic HCT, CAR-T Therapy and With Primary Immune Deficiency",,,CAR-T,Unknown,Other,UNKNOWN,Tel-Aviv Sourasky Medical Center,2020-12-28,2021-05-28,Long-term,0.1,,2,0.07698823195888042,1
NCT07249073,CAR19-BCMA Dual-target CAR-T in the Treatment of Relapsed / Refractory Multiple Myeloma,EARLY_PHASE1,CAR19-BCMA dual-target CAR-T,CAR-T,BCMA,Multiple Myeloma,RECRUITING,"Institute of Hematology & Blood Diseases Hospital, China",2025-03-28,2028-03-27,Long-term,0.1,1.0,2,0.1626669915300076,1
NCT00295841,Cytarabine and Clofarabine in Treating Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,PHASE1,"clofarabine, cytarabine",Other,Unknown,Leukemia,COMPLETED,Wake Forest University Health Sciences,2005-02,2015-01-07,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT00849654,Study of the Safety and Tolerability of PCI-32765 in Patients With Recurrent B Cell Lymphoma,PHASE1,PCI-32765,Other,Unknown,Lymphoma,COMPLETED,Pharmacyclics LLC.,2009-02,2012-07,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03384654,A Study to Evaluate the Efficacy and Safety of Daratumumab in Pediatric and Young Adult Participants Greater Than or Equal to (>=)1 and Less Than or Equal to (<=) 30 Years of Age With Relapsed/Refractory Precursor B-cell or T-cell Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma,PHASE2,"Daratumumab, Vincristine, Prednisone, Doxorubicin, Cyclophosphamide, Cytarabine, 6-mercaptopurine, Methotrexate",Other,Unknown,Lymphoma,COMPLETED,"Janssen Research & Development, LLC",2018-05-14,2022-09-22,Long-term,0.3,2.0,3,0.3133375460709372,3
NCT02567656,Safety and Efficacy Study of a Dual PI3K Delta/Gamma Inhibitor in T-cell Lymphoma,PHASE1,RP6530,Other,Unknown,Lymphoma,COMPLETED,Rhizen Pharmaceuticals SA,2015-09,2018-03,Long-term,0.1,1.0,3,0.15123598159865156,1
NCT03695757,Development of a New Immunotherapy Using Intramuscular Administration of Autologous Total IgG,"PHASE1, PHASE2",,Other,Unknown,Other,COMPLETED,Ajou University School of Medicine,2018-11-06,2021-01-26,Long-term,0.3,1.0,3,0.15123598159865156,3
NCT04266301,"Study of Efficacy and Safety of MBG453 in Combination With Azacitidine in Subjects With Intermediate, High or Very High Risk Myelodysplastic Syndrome (MDS) as Per IPSS-R, or Chronic Myelomonocytic Leukemia-2 (CMML-2)",PHASE3,"Sabatolimab, Azacitidine, Placebo",Other,Unknown,Leukemia,TERMINATED,Novartis Pharmaceuticals,2020-06-08,2024-10-02,Long-term,0.6,3.0,3,0.600000000000001,5
NCT05943119,Phase II Study of Intensity Modulated Radiotherapy in Dose Painting for Sinus Carcinomas After Endoscopic Surgery,PHASE2,,CAR-T,Unknown,Solid Tumor,RECRUITING,Centre Francois Baclesse,2024-03-11,2028-01,Long-term,0.3,2.0,2,0.3111600000396263,3
NCT01621542,Clinical Study of WT2725 in Patients With Advanced Malignancies,PHASE1,,Other,Unknown,Solid Tumor,COMPLETED,"Sumitomo Pharma America, Inc.",2012-07-31,2017-05-17,Long-term,0.1,1.0,3,0.15123598159865156,1
